70,1370.35333333334
69,1370.21333333334
68,1369.93333333334
67,1369.51333333334
66,1368.95333333334
65,1368.25333333334
64,1367.41333333334
63,1366.43333333334
62,1365.03333333334
61,1362.93333333334
60,1359.43333333334
59,1356.63333333334
58,1352.43333333334
57,1339.2864
56,1326.26666666666
55,1302.33333333334
54,1278.4
53,1254.46666666666
52,1230.53333333333
51,1206.6
50,1182.66666666667
49,1158.73333333333
48,1134.8
47,1110.86666666667
46,1086.93333333333
45,1063
44,1039.06666666667
43,1015.13333333333
42,991.2
41,967.266666666666
40,943.333333333333
39,919.4
38,895.466666666666
37,871.533333333333
36,847.6
35,823.666666666666
34,799.733333333333
33,775.8
32,751.866666666666
31,727.933333333333
30,704
29,680.066666666666
28,656.133333333332
27,632.2
26,608.266666666666
25,584.333333333334
24,560.4
23,536.466666666666
22,512.533333333334
21,488.6
20,464.666666666666
19,440.733333333334
18,416.8
17,392.866666666666
16,368.933333333334
15,345
14,321.066666666666
13,297.133333333334
12,273.2
11,249.266666666666
10,225.333333333334
9,201.4
8,177.466666666666
7,153.533333333334
6,129.6
5,105.666666666667
4,81.7333333333334
3,57.8
2,33.8666666666666
1,9.93333333333334
0,0
